"","Easting","Northing","Height","Population","i1_SVM","i6_SVM","i11_SVM","iv14_SVM","i1_MRF","i6_MRF","i11_MRF","iv14_MRF","i1_Change","i6_Change","i11_Change","iv14_Change","i1_Energy","i6_Energy","i11_Energy","iv14_Energy"
"12590",754763.521284162,211591.953041127,486.311767578125,1,2,2,2,2,2,2,2,2,0,0,0,0,0.163195263088862,0.00574000346049451,0.05059645367917,0.114928524891379
"12591",756272.90157027,211591.953041127,543.176086425781,1,2,2,2,2,2,2,2,2,0,0,0,0,0.151165254191108,0.00572865814123194,0.0702353177169534,0.00129060444512789
"12592",757782.281856378,211591.953041127,918.538818359375,1,2,2,2,2,2,2,2,2,0,0,0,0,0.00118016019166468,0.00571845066684609,0.159117610573008,0.147971419505959
"12593",759291.662142486,211591.953041127,803.400329589844,1,2,2,2,2,2,2,2,2,0,0,0,0,0.00116280277838373,0.134849416354262,0.103454186073721,0.284844475889328
"12594",760801.042428594,211591.953041127,1310.81396484375,1,2,2,2,2,2,2,2,2,0,0,0,0,0.112379576004736,0.372649994433904,0.236298485241859,0.158732730564398
"12595",762310.422714702,211591.953041127,2175.998046875,1,2,2,2,2,2,2,2,2,0,0,0,0,0.263278429670198,0.423073780961512,0.0697515249650726,0.0913271341454484
"12596",763819.80300081,211591.953041127,1798.6689453125,1,2,2,2,2,2,2,2,2,0,0,0,0,0.241187585280075,0.0982509079058822,0.00160260218710739,0.0886984418796095
"12597",765329.183286918,211591.953041127,1554.578125,1,2,2,2,2,2,2,2,2,0,0,0,0,0.0969333006278748,0.283990199105868,0.0674149341137815,0.136187456586542
"12598",766838.563573026,211591.953041127,1387.49060058594,1,2,2,2,2,2,1,2,2,0,1,0,0,0.00100288401911944,1.12741926247846,0.056655391178715,0.0562345280972006
"12599",768347.943859134,211591.953041127,1408.35131835938,1,2,2,2,2,2,2,2,2,0,0,0,0,0.000963465086162266,0.420368396187173,0.0555847292603013,0.0551059501472685
"12600",769857.324145242,211591.953041127,1734.75170898438,1,2,2,2,2,2,2,2,2,0,0,0,0,0.000924116590938418,0.317700307301275,0.00187715705263098,0.00133515451528824
"12601",771366.70443135,211591.953041127,1599.35595703125,1,2,2,2,2,2,1,2,2,0,1,0,0,0.327591551638022,1.28846031750908,0.0983359946842934,0.097724641719838
"12602",772876.084717458,211591.953041127,1775.75805664062,1,2,2,2,2,1,2,2,2,1,0,0,0,1.07839017694453,0.308173604271566,0.126055098144367,0.229087537364989
"12603",774385.465003566,211591.953041127,1940.50170898438,1,2,2,2,2,2,2,2,2,0,0,0,0,0.455861316408018,0.0673727253985866,0.341460563234566,0.0615264529290686
"12604",775894.845289674,211591.953041127,2043.24780273438,1,2,2,2,2,2,2,1,2,0,0,1,0,0.0007855253526568,0.00596699190649806,1.17857953942819,0.203995066957504
"12605",777404.225575782,211591.953041127,1933.96252441406,1,2,2,2,2,2,2,2,2,0,0,0,0,0.102049398973973,0.0789235996221994,0.336069495441715,0.108562290373755
"12606",778913.60586189,211591.953041127,2553.79833984375,1,2,2,2,2,2,1,2,2,0,1,0,0,0.000737080323152497,0.975614846229215,0.00265008728515656,0.134244579177213
"12607",780422.986147998,211591.953041127,2189.09399414062,1,2,2,2,2,2,2,2,2,0,0,0,0,0.160196519065375,0.614818899861913,0.257268229717453,0.12034579047535
"12608",781932.366434106,211591.953041127,1763.8671875,1,2,2,2,2,2,1,2,2,0,1,0,0,0.108245449011138,1.05982654045089,0.110594449225571,0.00158849674337177
"12609",783441.746720214,211591.953041127,1781.56958007812,1,2,2,2,2,2,2,2,2,0,0,0,0,0.000700584660820382,0.513996323790538,0.059134589419452,0.0016598874183564
"12610",784951.127006322,211591.953041127,2198.8916015625,1,2,2,2,2,2,2,2,2,0,0,0,0,0.000699287460822547,0.37449179253258,0.164632116439739,0.00173937731008949
"12611",786460.50729243,211591.953041127,1748.10803222656,1,2,2,2,2,2,2,2,2,0,0,0,0,0.000703885682381122,0.115806440679557,0.348232642233541,0.218641348929926
"12612",787969.887578538,211591.953041127,2089.41674804688,1,2,2,2,2,2,2,1,2,0,0,1,0,0.255092006460757,0.0838562298841502,1.22065247698592,0.08861438036084
"12618",567600.365806768,213092.940495725,966.293762207031,1,1,2,1,1,2,2,1,1,1,0,0,0,0.862142395697863,0.0893211771772928,0.00201153472548795,0.00164308808698486
"12619",569109.746092876,213092.940495725,858.888305664062,1,1,2,1,1,1,2,1,1,0,0,0,0,0.278585120283525,0.00669051115811213,0.00189367674181439,0.00141221141161804
"12620",570619.126378984,213092.940495725,713.252319335938,1,1,2,1,1,1,2,1,1,0,0,0,0,0.0832239889789181,0.00647801162355288,0.00179364823319477,0.00121671628809403
"12621",572128.506665092,213092.940495725,645.475708007812,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00457140851602853,0.00628127103991664,0.00170989107896062,0.176213801328061
"12622",573637.8869512,213092.940495725,594.431396484375,1,1,2,1,1,1,2,1,2,0,0,0,1,0.00448010899239121,0.00610018954740337,0.00164094559564036,1.27033683916875
"12627",581184.78838174,213092.940495725,432.019439697266,1,1,2,1,1,1,2,1,1,0,0,0,0,0.126732546737093,0.450129649252659,0.0836101269347389,0.000538357042519283
"12628",582694.168667848,213092.940495725,479.201171875,13,1,2,1,1,1,2,1,1,0,0,0,0,0.161633400299618,0.162713558581108,0.00146449952168553,0.170131511999408
"12629",584203.548953956,213092.940495725,444.856079101562,1,1,2,1,1,1,2,1,2,0,0,0,1,0.115712000605694,0.116706957086857,0.00146281396453504,1.51526599695994
"12630",585712.929240064,213092.940495725,443.248992919922,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00427059195659546,0.218769160715827,0.152428200180271,0.14525156314395
"12631",587222.309526172,213092.940495725,443.098510742188,1,1,2,1,1,1,2,2,1,0,0,1,0,0.00429561931477836,0.298750079144689,1.44760856338276,0.000518963339264052
"12632",588731.68981228,213092.940495725,440.049011230469,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00432857757854565,0.216506372286469,0.298278142005126,0.000550960853255989
"12633",590241.070098388,213092.940495725,447.488037109375,17,1,2,1,1,1,2,2,1,0,0,1,0,0.00436827121854222,0.138809084955139,1.34145529685806,0.000599779271139522
"12634",591750.450384496,213092.940495725,514.368957519531,1,1,2,1,1,1,1,1,1,0,1,0,0,0.00441344003847092,1.19022446463444,0.309319934693369,0.000667515259482473
"12635",593259.830670604,213092.940495725,543.962036132812,1,1,2,1,1,1,1,1,1,0,1,0,0,0.00446276588402869,1.17516320631379,0.109476741973178,0.000757039122737223
"12636",594769.210956712,213092.940495725,523.306884765625,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00451488531416558,0.245899225875201,0.00149549487624753,0.112646308445889
"12637",596278.59124282,213092.940495725,521.312377929688,1,1,2,1,1,1,2,1,1,0,0,0,0,0.00456840860267123,0.151212509253343,0.00148907165871577,0.156547034261449
