"","Easting","Northing","Height","Population","i1_SVM","i6_SVM","i11_SVM","iv14_SVM","i1_MRF","i6_MRF","i11_MRF","iv14_MRF","i1_Change","i6_Change","i11_Change","iv14_Change","i1_Energy","i6_Energy","i11_Energy","iv14_Energy"
"16325",656653.802687141,249116.639406056,427.055297851562,55,1,2,2,2,1,1,1,2,0,1,1,0,0.00319885572080178,0.286797297913951,0.203291428952873,0.00112328425136067
"16326",658163.182973249,249116.639406056,415.068939208984,1,1,2,2,2,1,1,1,2,0,1,1,0,0.00380492257087743,0.284852252721226,0.228853307675896,0.00118583483922455
"16327",659672.563259357,249116.639406056,419.306365966797,1,1,2,2,2,1,1,1,2,0,1,1,0,0.00463849279119917,0.283036893577309,0.255895970765775,0.00124333053285123
"16328",661181.943545465,249116.639406056,478.837310791016,17,1,2,2,2,1,1,1,2,0,1,1,0,0.00577777383602654,0.281353903166761,0.283979954545366,0.0756648992045182
"16329",662691.323831573,249116.639406056,531.875244140625,1,1,2,2,2,1,1,1,2,0,1,1,0,0.00732864597028103,0.279804737214337,0.312552201085821,0.495280231997286
"16330",664200.704117681,249116.639406056,398.368103027344,36,1,2,2,2,1,1,1,1,0,1,1,1,0.00943319569888926,0.278389698930582,0.340964170790674,0.428310844823579
"16331",665710.084403789,249116.639406056,357.668182373047,1,1,2,2,2,1,1,1,1,0,1,1,1,0.0122800500770952,0.277108017650284,0.435651004136993,0.366321850697716
"16332",667219.464689897,249116.639406056,423.261047363281,20,1,2,2,2,1,1,1,1,0,1,1,1,0.0158483615168742,0.358175064828748,0.571479983620398,0.345062730183132
"16333",668728.844976005,249116.639406056,637.581909179688,1,1,2,2,2,1,2,2,1,0,0,0,1,0.021200642053217,0.468440057540569,0.391547044645145,0.828400619104856
"16334",670238.225262113,249116.639406056,656.074584960938,1,1,2,2,2,1,2,2,2,0,0,0,0,0.0279927800508528,0.004516421124688,0.14401352998957,0.0694662769649944
"16335",671747.605548221,249116.639406056,481.055694580078,4,2,2,2,2,1,2,2,2,1,0,0,0,0.0367935709198209,0.00453397274365967,0.587585901746263,0.00149057799961968
"16336",673256.985834329,249116.639406056,493.092315673828,1,2,2,2,2,1,2,2,2,1,0,0,0,0.0478527009757459,0.386489613846151,0.606002353444212,0.00149735336068172
"16337",674766.366120437,249116.639406056,422.675201416016,74,2,2,2,2,1,1,1,2,1,1,1,0,0.0622460278182756,0.316020378842898,0.531456094349443,0.0015002993748693
"16338",676275.746406545,249116.639406056,485.774627685547,1,2,2,2,2,1,1,1,2,1,1,1,0,0.0795813330065065,0.271620147475546,0.526670807818513,0.215981403506966
"16339",677785.126692653,249116.639406056,439.713073730469,77,2,2,2,2,1,1,1,1,1,1,1,1,0.100235114276736,0.271277923371834,0.484544846528499,0.51674957755629
"16340",679294.506978761,249116.639406056,400.799377441406,259,2,2,2,2,1,1,1,1,1,1,1,1,0.127603019495784,0.283897105730191,0.495099548666259,0.304464415464582
"16341",680803.887264869,249116.639406056,399.929321289062,1,2,2,2,2,1,2,2,2,1,0,0,0,0.647915867102854,0.454195891353237,0.451084987690567,0.504314570815287
